worker_id,week_start,income_cad,expense_cad,essential_expense_cad,net_cashflow_cad,advances_count,advances_amount_cad,advance_fees_cad,ending_balance_cad,buffer_days_estimate,negative_balance_flag
W-0163,2026-04-13,425.81,153.12,125.64,272.69,0,0.00,0.00,1066.22,59.4,0
W-0163,2026-04-20,799.69,521.77,459.18,277.92,0,0.00,0.00,2477.19,37.76,0
W-0163,2026-04-27,204.49,2105.73,2014.99,-1901.24,0,0.00,0.00,437.71,1.52,0
W-0163,2026-05-04,757.06,111.54,60.76,645.52,0,0.00,0.00,3234.25,372.61,0
W-0163,2026-05-11,595.73,418.71,105.30,177.02,0,0.00,0.00,3707.15,246.44,0
W-0163,2026-05-18,785.53,240.00,240.00,545.53,0,0.00,0.00,4417.70,128.85,0
W-0163,2026-05-25,647.94,0.00,0.00,647.94,0,0.00,0.00,5083.42,,0
W-0163,2026-06-01,217.61,1763.99,1744.00,-1546.38,0,0.00,0.00,5481.06,22.0,0
W-0163,2026-06-08,603.58,0.00,0.00,603.58,0,0.00,0.00,6001.52,,0
W-0163,2026-06-15,803.67,199.60,160.00,604.07,0,0.00,0.00,1720.84,75.29,0
W-0163,2026-06-22,179.40,75.00,75.00,104.40,0,0.00,0.00,7275.05,679.0,0
W-0163,2026-06-29,590.13,0.00,0.00,590.13,0,0.00,0.00,7657.84,,0
W-0164,2026-03-30,270.17,1859.02,1706.16,-1588.85,0,0.00,0.00,4446.30,18.24,0
W-0164,2026-04-06,462.08,328.66,248.84,133.42,0,0.00,0.00,1107.52,31.16,0
W-0164,2026-04-13,760.65,261.33,226.83,499.32,0,0.00,0.00,3842.36,118.58,0
W-0164,2026-04-20,673.08,366.68,347.98,306.40,0,0.00,0.00,2543.56,51.17,0
W-0164,2026-04-27,773.90,2267.44,1948.05,-1493.54,0,0.00,0.00,2883.19,10.36,0
W-0164,2026-05-04,378.40,932.25,726.17,-553.85,0,0.00,0.00,1803.98,17.39,0
W-0164,2026-05-11,991.73,431.94,201.71,559.79,0,0.00,0.00,4793.41,166.35,0
W-0164,2026-05-18,879.85,280.72,123.56,599.13,0,0.00,0.00,1091.32,61.83,0
W-0164,2026-05-25,355.97,317.52,252.56,38.45,0,0.00,0.00,773.80,21.45,0
W-0164,2026-06-01,801.37,1765.46,1718.30,-964.09,0,0.00,0.00,6585.03,26.83,0
W-0164,2026-06-08,661.42,317.95,227.25,343.47,0,0.00,0.00,254.63,7.84,0
W-0164,2026-06-15,779.80,229.42,186.57,550.38,0,0.00,0.00,8026.25,301.14,0
W-0164,2026-06-22,694.43,5.00,5.00,689.43,0,0.00,0.00,8720.68,12208.95,0
W-0164,2026-06-29,626.67,0.00,0.00,626.67,0,0.00,0.00,9195.69,,0
W-0165,2026-03-30,334.67,1934.48,1907.87,-1599.81,1,73.46,2.20,3470.62,12.73,0
W-0165,2026-04-06,694.70,683.33,643.45,11.37,0,0.00,0.00,2807.68,30.54,0
W-0165,2026-04-13,703.06,124.87,0.00,578.19,0,0.00,0.00,2682.81,,0
W-0165,2026-04-20,277.98,554.55,441.04,-276.57,1,105.28,7.37,2128.26,33.78,0
W-0165,2026-04-27,724.83,1764.37,1590.20,-1039.54,0,0.00,0.00,3082.36,13.57,0
W-0165,2026-05-04,548.84,653.95,568.78,-105.11,0,0.00,0.00,3631.20,44.69,0
W-0165,2026-05-11,733.62,160.39,144.65,573.23,1,65.24,3.26,884.55,42.81,0
W-0165,2026-05-18,625.66,826.72,605.19,-201.06,0,0.00,0.00,57.83,0.67,0
W-0165,2026-05-25,131.75,179.49,81.00,-47.74,1,29.29,1.99,5122.23,442.66,0
W-0165,2026-06-01,988.15,1207.00,1207.00,-218.85,0,0.00,0.00,6110.38,35.44,0
W-0165,2026-06-08,367.01,47.00,47.00,320.01,1,33.27,1.99,6358.55,947.02,0
W-0165,2026-06-15,701.34,5.00,5.00,696.34,2,149.45,7.75,-45.66,-63.92,1
W-0165,2026-06-22,753.03,86.00,86.00,667.03,0,0.00,0.00,4171.49,339.54,0
W-0165,2026-06-29,244.73,0.00,0.00,244.73,0,0.00,0.00,8176.49,,0
W-0166,2026-03-30,275.71,1690.65,1656.86,-1414.94,0,0.00,0.00,5188.55,21.92,0
W-0166,2026-04-06,731.68,363.75,296.69,367.93,0,0.00,0.00,4824.80,113.83,0
W-0166,2026-04-13,362.50,655.30,552.37,-292.80,0,0.00,0.00,4320.50,54.75,0
W-0166,2026-04-20,1574.23,93.66,93.66,1480.57,0,0.00,0.00,3135.39,234.33,0
W-0166,2026-04-27,1233.50,1910.20,1780.80,-676.70,0,0.00,0.00,4710.53,18.52,0
W-0166,2026-05-04,769.14,291.97,155.46,477.17,1,31.51,0.00,3631.64,163.52,0
W-0166,2026-05-11,625.68,685.78,491.87,-60.10,0,0.00,0.00,3011.89,42.86,0
W-0166,2026-05-18,1124.18,243.08,235.07,881.10,0,0.00,0.00,7033.73,209.45,0
W-0166,2026-05-25,584.30,498.53,369.14,85.77,0,0.00,0.00,2354.28,44.64,0
W-0166,2026-06-01,993.17,1823.13,1687.69,-829.96,0,0.00,0.00,1978.25,8.21,0
W-0166,2026-06-08,253.63,284.74,220.23,-31.11,0,0.00,0.00,1768.41,56.21,0
W-0166,2026-06-15,788.21,436.12,289.39,352.09,0,0.00,0.00,1399.29,33.85,0
W-0166,2026-06-22,347.39,548.17,361.11,-200.78,1,91.15,1.99,935.12,18.13,0
W-0166,2026-06-29,459.77,88.92,88.92,370.85,0,0.00,0.00,10460.20,823.45,0
W-0167,2026-03-30,461.71,1643.63,1312.39,-1181.92,0,0.00,0.00,3312.68,17.67,0
W-0167,2026-04-06,658.15,433.12,316.25,225.03,1,46.69,1.99,2916.49,64.55,0
W-0167,2026-04-13,512.74,206.12,99.00,306.62,0,0.00,0.00,1684.31,119.09,0
W-0167,2026-04-20,841.83,593.77,503.00,248.06,0,0.00,0.00,2526.14,35.16,0
W-0167,2026-04-27,550.18,1191.37,1102.22,-641.19,0,0.00,0.00,2059.82,13.08,0
W-0167,2026-05-04,510.95,339.15,264.60,171.80,0,0.00,0.00,1820.41,48.16,0
W-0167,2026-05-11,931.39,488.95,312.69,442.44,2,159.82,5.40,4518.66,101.16,0
W-0167,2026-05-18,565.99,534.22,415.43,31.77,0,0.00,0.00,920.50,15.51,0
W-0167,2026-05-25,623.65,397.05,353.35,226.60,0,0.00,0.00,5708.30,113.08,0
W-0167,2026-06-01,326.95,1107.75,1042.83,-780.80,0,0.00,0.00,393.69,2.64,0
W-0167,2026-06-08,706.29,210.83,163.51,495.46,0,0.00,0.00,6741.54,288.61,0
W-0167,2026-06-15,201.02,473.43,347.03,-272.41,1,30.78,2.15,6942.56,140.04,0
W-0167,2026-06-22,678.39,170.99,156.00,507.40,0,0.00,0.00,7620.95,341.97,0
W-0167,2026-06-29,101.86,5.00,5.00,96.86,0,0.00,0.00,-72.57,-101.6,1
W-0168,2026-03-30,461.86,1849.60,1702.68,-1387.74,0,0.00,0.00,5856.29,24.08,0
W-0168,2026-04-06,1207.24,755.15,699.58,452.09,0,0.00,0.00,4443.76,44.46,0
W-0168,2026-04-13,1097.93,438.86,363.64,659.07,1,54.56,3.82,4060.68,78.17,0
W-0168,2026-04-20,917.98,290.30,113.17,627.68,0,0.00,0.00,3920.37,242.49,0
W-0168,2026-04-27,524.06,2269.01,2005.39,-1744.95,0,0.00,0.00,3105.05,10.84,0
W-0168,2026-05-04,469.85,546.55,297.02,-76.70,0,0.00,0.00,2667.57,62.87,0
W-0168,2026-05-11,411.25,397.32,345.78,13.93,0,0.00,0.00,2332.50,47.22,0
W-0168,2026-05-18,714.28,590.92,462.77,123.36,1,110.69,5.53,1832.42,27.72,0
W-0168,2026-05-25,1111.66,739.33,601.17,372.33,0,0.00,0.00,1078.25,12.56,0
W-0168,2026-06-01,882.10,2030.69,1830.19,-1148.59,0,0.00,0.00,711.56,2.72,0
W-0168,2026-06-08,587.62,861.86,699.48,-274.24,0,0.00,0.00,-39.30,-0.39,1
W-0168,2026-06-15,1176.38,81.00,81.00,1095.38,0,0.00,0.00,9603.26,829.91,0
W-0168,2026-06-22,539.75,0.00,0.00,539.75,0,0.00,0.00,10128.49,,0
W-0168,2026-06-29,468.97,0.00,0.00,468.97,0,0.00,0.00,10559.19,,0
W-0169,2026-03-30,211.21,1791.10,1717.27,-1579.89,0,0.00,0.00,3508.35,14.3,0
W-0169,2026-04-06,828.29,332.92,146.00,495.37,0,0.00,0.00,3175.43,152.25,0
W-0169,2026-04-13,660.87,641.63,576.66,19.24,0,0.00,0.00,2766.44,33.58,0
W-0169,2026-04-20,644.46,252.96,208.95,391.50,0,0.00,0.00,2497.84,83.68,0
W-0169,2026-04-27,330.32,2191.04,2058.58,-1860.72,0,0.00,0.00,2009.98,6.83,0
W-0169,2026-05-04,749.31,319.96,279.46,429.35,0,0.00,0.00,1662.84,41.65,0
W-0169,2026-05-11,853.25,816.51,741.49,36.74,0,0.00,0.00,1175.18,11.09,0
W-0169,2026-05-18,686.02,575.04,420.19,110.98,0,0.00,0.00,4932.90,82.18,0
W-0169,2026-05-25,1190.17,224.68,65.52,965.49,1,76.89,2.31,5982.66,639.17,0
W-0169,2026-06-01,691.39,1783.34,1728.76,-1091.95,0,0.00,0.00,156.27,0.63,0
W-0169,2026-06-08,593.61,161.59,82.12,432.02,0,0.00,0.00,-5.32,-0.45,1
W-0169,2026-06-15,796.71,222.00,222.00,574.71,0,0.00,0.00,-10.32,-0.33,1
W-0169,2026-06-22,528.61,33.94,0.00,494.67,1,53.59,0.00,8991.58,,0
W-0169,2026-06-29,310.87,5.00,5.00,305.87,0,0.00,0.00,9144.80,12802.72,0
W-0170,2026-03-30,143.49,1922.49,1870.78,-1779.00,0,0.00,0.00,883.10,3.3,0
W-0170,2026-04-06,463.35,561.17,387.46,-97.82,0,0.00,0.00,396.24,7.16,0
W-0170,2026-04-13,317.07,493.87,425.98,-176.80,0,0.00,0.00,1290.74,21.21,0
W-0170,2026-04-20,622.81,220.14,174.00,402.67,0,0.00,0.00,1731.33,69.65,0
W-0170,2026-04-27,152.53,1675.00,1675.00,-1522.47,0,0.00,0.00,-44.08,-0.18,1
W-0170,2026-05-04,517.88,56.00,56.00,461.88,0,0.00,0.00,2583.96,323.0,0
W-0170,2026-05-11,698.11,0.00,0.00,698.11,0,0.00,0.00,2952.60,,0
W-0170,2026-05-18,703.29,353.00,353.00,350.29,0,0.00,0.00,4147.94,82.25,0
W-0170,2026-05-25,896.16,0.00,0.00,896.16,0,0.00,0.00,4881.52,,0
W-0170,2026-06-01,370.55,1739.83,1721.00,-1369.28,0,0.00,0.00,-67.91,-0.28,1
W-0170,2026-06-08,754.47,0.00,0.00,754.47,0,0.00,0.00,6115.60,,0
W-0170,2026-06-15,623.10,353.00,353.00,270.10,0,0.00,0.00,6731.23,133.48,0
W-0170,2026-06-22,554.70,0.00,0.00,554.70,0,0.00,0.00,7184.34,,0
W-0170,2026-06-29,122.25,5.00,5.00,117.25,0,0.00,0.00,7306.59,10229.23,0
W-0171,2026-03-30,441.31,2026.17,1941.82,-1584.86,0,0.00,0.00,831.10,3.0,0
W-0171,2026-04-06,551.45,373.52,267.93,177.93,0,0.00,0.00,1752.79,45.79,0
W-0171,2026-04-13,1087.67,583.18,500.20,504.49,0,0.00,0.00,2282.82,31.95,0
W-0171,2026-04-20,485.50,707.94,646.85,-222.44,0,0.00,0.00,722.05,7.81,0
W-0171,2026-04-27,998.90,2322.74,2252.97,-1323.84,0,0.00,0.00,94.93,0.29,0
W-0171,2026-05-04,253.80,125.54,105.55,128.26,0,0.00,0.00,3941.21,261.38,0
W-0171,2026-05-11,1050.61,182.00,182.00,868.61,2,148.13,2.39,5071.63,195.06,0
W-0171,2026-05-18,478.46,89.03,47.00,389.43,1,56.57,2.83,5371.14,799.96,0
W-0171,2026-05-25,529.11,177.00,177.00,352.11,0,0.00,0.00,6079.20,240.42,0
W-0171,2026-06-01,254.39,1614.85,1555.00,-1360.46,0,0.00,0.00,6333.59,28.51,0
W-0171,2026-06-08,801.04,203.91,177.00,597.13,0,0.00,0.00,7134.63,282.16,0
W-0171,2026-06-15,394.79,9.29,0.00,385.50,0,0.00,0.00,7631.82,,0
W-0171,2026-06-22,733.11,255.42,224.00,477.69,0,0.00,0.00,7943.67,248.24,0
W-0171,2026-06-29,242.93,0.00,0.00,242.93,0,0.00,0.00,8384.37,,0
W-0172,2026-03-30,419.16,1772.35,1682.25,-1353.19,1,64.85,3.24,1683.33,7.0,0
W-0172,2026-04-06,414.19,456.63,317.19,-42.44,1,83.24,5.83,1407.70,31.07,0
W-0172,2026-04-13,406.50,1366.39,1264.31,-959.89,0,0.00,0.00,81.28,0.45,0
W-0172,2026-04-20,881.29,275.63,178.00,605.66,0,0.00,0.00,2117.74,83.28,0
W-0172,2026-04-27,574.43,1479.00,1479.00,-904.57,0,0.00,0.00,4532.68,21.45,0
W-0172,2026-05-04,591.89,102.00,102.00,489.89,0,0.00,0.00,3128.53,214.7,0
W-0172,2026-05-11,530.83,79.00,79.00,451.83,0,0.00,0.00,4019.92,356.2,0
W-0172,2026-05-18,385.24,178.00,178.00,207.24,1,47.65,1.99,4528.09,178.07,0
W-0172,2026-05-25,531.51,0.00,0.00,531.51,0,0.00,0.00,4936.67,,0
W-0172,2026-06-01,399.34,1581.00,1581.00,-1181.66,0,0.00,0.00,1976.68,8.75,0
W-0172,2026-06-08,988.24,79.00,79.00,909.24,0,0.00,0.00,5872.82,520.38,0
W-0172,2026-06-15,606.05,183.00,183.00,423.05,0,0.00,0.00,6657.11,254.64,0
W-0172,2026-06-22,404.76,15.24,5.00,389.52,0,0.00,0.00,-76.56,-107.18,1
W-0172,2026-06-29,155.62,0.00,0.00,155.62,1,41.49,1.99,7490.68,,0
W-0173,2026-03-30,537.01,1182.43,1099.09,-645.42,0,0.00,0.00,244.47,1.56,0
W-0173,2026-04-06,632.35,980.89,958.60,-348.54,0,0.00,0.00,2186.98,15.97,0
W-0173,2026-04-13,418.36,412.77,363.79,5.59,0,0.00,0.00,1854.20,35.68,0
W-0173,2026-04-20,655.31,265.81,133.24,389.50,0,0.00,0.00,1588.39,83.45,0
W-0173,2026-04-27,420.70,1127.46,1097.23,-706.76,0,0.00,0.00,2980.18,19.01,0
W-0173,2026-05-04,705.02,1120.72,1044.12,-415.70,0,0.00,0.00,801.21,5.37,0
W-0173,2026-05-11,767.93,534.33,281.55,233.60,0,0.00,0.00,291.87,7.26,0
W-0173,2026-05-18,224.30,376.80,311.13,-152.50,0,0.00,0.00,-29.93,-0.67,1
W-0173,2026-05-25,679.24,79.00,79.00,600.24,0,0.00,0.00,4972.07,440.56,0
W-0173,2026-06-01,578.74,1418.87,1392.00,-840.13,0,0.00,0.00,-66.80,-0.34,1
W-0173,2026-06-08,441.44,24.99,0.00,416.45,0,0.00,0.00,6041.87,,0
W-0173,2026-06-15,492.34,65.00,65.00,427.34,0,0.00,0.00,-76.80,-8.27,1
W-0173,2026-06-22,624.66,126.21,79.00,498.45,0,0.00,0.00,3043.27,269.66,0
W-0173,2026-06-29,329.11,5.00,5.00,324.11,0,0.00,0.00,7471.89,10460.65,0
W-0174,2026-03-30,237.12,1219.69,1130.98,-982.57,0,0.00,0.00,447.44,2.77,0
W-0174,2026-04-06,567.41,1175.91,1084.60,-608.50,0,0.00,0.00,1136.35,7.33,0
W-0174,2026-04-13,615.58,523.55,404.98,92.03,0,0.00,0.00,986.63,17.05,0
W-0174,2026-04-20,738.54,471.48,371.64,267.06,0,0.00,0.00,515.15,9.7,0
W-0174,2026-04-27,0.00,1141.79,1004.02,-1141.79,0,0.00,0.00,227.36,1.59,0
W-0174,2026-05-04,284.70,906.58,768.39,-621.88,0,0.00,0.00,18.78,0.17,0
W-0174,2026-05-11,648.62,101.01,101.01,547.61,0,0.00,0.00,3553.09,246.23,0
W-0174,2026-05-18,409.32,30.73,5.00,378.59,0,0.00,0.00,-65.96,-92.34,1
W-0174,2026-05-25,726.29,83.15,0.00,643.14,0,0.00,0.00,4559.40,,0
W-0174,2026-06-01,535.60,1557.00,1557.00,-1021.40,0,0.00,0.00,2306.78,10.37,0
W-0174,2026-06-08,739.85,52.00,52.00,687.85,0,0.00,0.00,-159.11,-21.42,1
W-0174,2026-06-15,645.79,0.00,0.00,645.79,0,0.00,0.00,6171.69,,0
W-0174,2026-06-22,533.45,0.00,0.00,533.45,0,0.00,0.00,7014.09,,0
W-0174,2026-06-29,89.69,5.00,5.00,84.69,0,0.00,0.00,7103.78,9945.29,0
W-0175,2026-03-30,432.48,360.45,186.93,72.03,0,0.00,0.00,12831.31,480.5,0
W-0175,2026-04-06,656.78,398.50,303.97,258.28,0,0.00,0.00,12432.81,286.31,0
W-0175,2026-04-13,1229.90,1500.96,1322.15,-271.06,0,0.00,0.00,2418.80,12.81,0
W-0175,2026-04-20,1532.05,454.32,273.12,1077.73,0,0.00,0.00,4315.30,110.6,0
W-0175,2026-04-27,1026.08,336.19,226.43,689.89,0,0.00,0.00,11291.34,349.07,0
W-0175,2026-05-04,1223.73,277.57,235.65,946.16,0,0.00,0.00,6059.56,180.0,0
W-0175,2026-05-11,1011.74,1489.27,1320.83,-477.53,0,0.00,0.00,10612.50,56.24,0
W-0175,2026-05-18,1606.76,400.93,317.89,1205.83,0,0.00,0.00,8910.56,196.21,0
W-0175,2026-05-25,1536.37,570.41,490.23,965.96,0,0.00,0.00,11023.00,157.4,0
W-0175,2026-06-01,1805.00,615.13,536.67,1189.87,0,0.00,0.00,9088.03,118.54,0
W-0175,2026-06-08,902.24,460.59,222.90,441.65,0,0.00,0.00,8642.46,271.41,0
W-0175,2026-06-15,1893.49,1506.89,1446.02,386.60,0,0.00,0.00,8208.55,39.74,0
W-0175,2026-06-22,728.08,616.61,471.74,111.47,0,0.00,0.00,7591.94,112.65,0
W-0175,2026-06-29,804.02,267.87,169.07,536.15,0,0.00,0.00,16579.76,686.45,0
W-0176,2026-03-30,596.99,1167.69,1124.00,-570.70,0,0.00,0.00,733.00,4.56,0
W-0176,2026-04-06,521.25,343.02,292.00,178.23,0,0.00,0.00,8687.27,208.26,0
W-0176,2026-04-13,1157.31,851.10,706.00,306.21,0,0.00,0.00,8116.87,80.48,0
W-0176,2026-04-20,1244.79,517.90,244.64,726.89,0,0.00,0.00,7597.89,217.4,0
W-0176,2026-04-27,838.03,1184.94,873.70,-346.91,0,0.00,0.00,4494.38,36.01,0
W-0176,2026-05-04,848.17,684.73,594.80,163.44,0,0.00,0.00,6625.63,77.97,0
W-0176,2026-05-11,726.25,543.43,394.96,182.82,0,0.00,0.00,6068.80,107.56,0
W-0176,2026-05-18,1350.97,586.42,452.35,764.55,0,0.00,0.00,7778.69,120.37,0
W-0176,2026-05-25,1431.09,834.02,543.34,597.07,0,0.00,0.00,8850.86,114.03,0
W-0176,2026-06-01,1168.99,1406.94,1350.32,-237.95,0,0.00,0.00,4554.41,23.61,0
W-0176,2026-06-08,465.56,518.73,424.24,-53.17,0,0.00,0.00,9564.58,157.82,0
W-0176,2026-06-15,918.09,408.23,257.04,509.86,0,0.00,0.00,3673.43,100.04,0
W-0176,2026-06-22,1119.05,533.04,430.00,586.01,0,0.00,0.00,3428.39,55.81,0
W-0176,2026-06-29,486.03,28.73,28.73,457.30,0,0.00,0.00,3399.66,828.32,0
W-0177,2026-03-30,419.65,1928.87,1802.39,-1509.22,0,0.00,0.00,1337.66,5.2,0
W-0177,2026-04-06,273.60,836.14,761.11,-562.54,0,0.00,0.00,658.25,6.05,0
W-0177,2026-04-13,719.88,377.39,214.28,342.49,0,0.00,0.00,399.02,13.04,0
W-0177,2026-04-20,771.19,356.69,180.68,414.50,0,0.00,0.00,2116.08,81.98,0
W-0177,2026-04-27,788.72,1549.54,1542.00,-760.82,2,146.79,1.99,3224.86,14.64,0
W-0177,2026-05-04,328.46,237.03,184.00,91.43,0,0.00,0.00,3607.03,137.22,0
W-0177,2026-05-11,530.71,91.00,91.00,439.71,0,0.00,0.00,3965.28,305.02,0
W-0177,2026-05-18,539.18,0.00,0.00,539.18,0,0.00,0.00,4504.46,,0
W-0177,2026-05-25,499.93,0.00,0.00,499.93,1,42.26,1.99,5004.39,,0
W-0177,2026-06-01,338.44,1532.00,1532.00,-1193.56,0,0.00,0.00,5436.02,24.84,0
W-0177,2026-06-08,640.56,184.00,184.00,456.56,0,0.00,0.00,5983.39,227.63,0
W-0177,2026-06-15,589.34,81.00,81.00,508.34,0,0.00,0.00,6292.07,543.76,0
W-0177,2026-06-22,399.85,5.00,5.00,394.85,0,0.00,0.00,-80.40,-112.56,1
W-0177,2026-06-29,125.68,37.41,0.00,88.27,0,0.00,0.00,-117.81,,1
W-0178,2026-03-30,0.00,2042.54,1997.92,-2042.54,0,0.00,0.00,6966.26,24.41,0
W-0178,2026-04-06,602.40,376.85,286.46,225.55,1,164.14,1.99,6676.41,163.15,0
W-0178,2026-04-13,1634.52,226.09,118.47,1408.43,0,0.00,0.00,2200.00,129.99,0
W-0178,2026-04-20,470.69,371.52,302.52,99.17,0,0.00,0.00,6156.80,142.46,0
W-0178,2026-04-27,592.27,2608.14,2475.58,-2015.87,0,0.00,0.00,5434.66,15.37,0
W-0178,2026-05-04,888.68,431.07,411.08,457.61,0,0.00,0.00,5023.58,85.54,0
W-0178,2026-05-11,733.83,664.69,569.31,69.14,0,0.00,0.00,4445.89,54.66,0
W-0178,2026-05-18,1028.01,372.87,189.18,655.14,0,0.00,0.00,5975.77,221.11,0
W-0178,2026-05-25,850.74,339.17,281.12,511.57,3,184.59,7.47,3827.87,95.32,0
W-0178,2026-06-01,1336.48,2050.51,1930.19,-714.03,1,82.10,4.10,3667.33,13.3,0
W-0178,2026-06-08,1037.29,353.77,194.16,683.52,1,59.96,1.99,3411.38,122.99,0
W-0178,2026-06-15,1294.76,115.35,99.82,1179.41,2,146.58,4.43,10707.15,750.85,0
W-0178,2026-06-22,1712.71,264.02,203.01,1448.69,0,0.00,0.00,12857.13,443.33,0
W-0178,2026-06-29,895.92,278.83,204.43,617.09,0,0.00,0.00,13079.86,447.87,0
W-0179,2026-03-30,428.81,1370.90,1357.77,-942.09,0,0.00,0.00,3480.77,17.95,0
W-0179,2026-04-06,412.45,416.68,268.52,-4.23,0,0.00,0.00,3237.57,84.4,0
W-0179,2026-04-13,447.29,406.84,330.25,40.45,0,0.00,0.00,2667.24,56.53,0
W-0179,2026-04-20,263.90,585.08,328.22,-321.18,0,0.00,0.00,1752.23,37.37,0
W-0179,2026-04-27,271.70,1863.25,1636.27,-1591.55,0,0.00,0.00,1372.91,5.87,0
W-0179,2026-05-04,832.57,411.54,310.83,421.03,0,0.00,0.00,971.36,21.88,0
W-0179,2026-05-11,603.69,268.77,236.08,334.92,0,0.00,0.00,3384.03,100.34,0
W-0179,2026-05-18,380.50,483.52,438.08,-103.02,0,0.00,0.00,3871.01,61.85,0
W-0179,2026-05-25,698.18,264.27,177.48,433.91,0,0.00,0.00,-3.20,-0.13,1
W-0179,2026-06-01,413.09,1117.00,1117.00,-703.91,0,0.00,0.00,4797.41,30.06,0
W-0179,2026-06-08,634.59,9.99,0.00,624.60,0,0.00,0.00,5392.06,,0
W-0179,2026-06-15,517.02,42.00,42.00,475.02,0,0.00,0.00,3769.64,628.27,0
W-0179,2026-06-22,405.86,0.00,0.00,405.86,0,0.00,0.00,6362.52,,0
W-0179,2026-06-29,798.37,0.00,0.00,798.37,0,0.00,0.00,7231.64,,0
W-0180,2026-03-30,163.81,1505.24,1378.30,-1341.43,0,0.00,0.00,5880.07,29.86,0
W-0180,2026-04-06,818.22,502.18,286.91,316.04,0,0.00,0.00,5255.70,128.23,0
W-0180,2026-04-13,109.80,874.34,762.13,-764.54,0,0.00,0.00,4448.36,40.86,0
W-0180,2026-04-20,1022.13,487.53,331.56,534.60,0,0.00,0.00,3960.83,83.62,0
W-0180,2026-04-27,786.62,1438.74,1383.85,-652.12,1,38.50,0.00,3707.65,18.75,0
W-0180,2026-05-04,738.32,164.53,112.27,573.79,1,100.82,0.00,3768.28,234.95,0
W-0180,2026-05-11,976.64,417.98,362.31,558.66,0,0.00,0.00,4895.47,94.58,0
W-0180,2026-05-18,681.47,557.91,436.08,123.56,0,0.00,0.00,2563.67,41.15,0
W-0180,2026-05-25,1119.42,316.43,210.15,802.99,1,64.09,3.20,2247.24,74.85,0
W-0180,2026-06-01,1045.00,1755.51,1569.97,-710.51,1,101.15,0.00,7741.36,34.52,0
W-0180,2026-06-08,454.05,568.92,428.75,-114.87,1,61.50,1.99,1104.81,18.04,0
W-0180,2026-06-15,831.66,495.01,415.80,336.65,0,0.00,0.00,9027.07,151.97,0
W-0180,2026-06-22,480.04,560.02,468.73,-79.98,1,72.10,5.05,49.78,0.74,0
W-0180,2026-06-29,187.01,159.68,159.68,27.33,0,0.00,0.00,9694.12,424.97,0
W-0181,2026-03-30,769.39,1065.67,926.07,-296.28,0,0.00,0.00,871.53,6.59,0
W-0181,2026-04-06,931.13,647.00,429.37,284.13,0,0.00,0.00,1802.66,29.39,0
W-0181,2026-04-13,978.86,645.99,494.87,332.87,0,0.00,0.00,2781.52,39.34,0
W-0181,2026-04-20,478.81,389.15,247.62,89.66,0,0.00,0.00,7076.98,200.06,0
W-0181,2026-04-27,922.68,1356.76,1199.94,-434.08,0,0.00,0.00,4183.01,24.4,0
W-0181,2026-05-04,587.72,363.26,310.77,224.46,0,0.00,0.00,6239.96,140.55,0
W-0181,2026-05-11,1216.84,509.43,268.90,707.41,0,0.00,0.00,5814.53,151.36,0
W-0181,2026-05-18,1141.96,480.97,325.12,660.99,0,0.00,0.00,7129.53,153.5,0
W-0181,2026-05-25,920.18,154.34,97.34,765.84,0,0.00,0.00,8049.71,578.88,0
W-0181,2026-06-01,912.38,1309.85,1126.88,-397.47,0,0.00,0.00,8962.09,55.67,0
W-0181,2026-06-08,969.07,632.76,201.11,336.31,0,0.00,0.00,4139.60,144.09,0
W-0181,2026-06-15,687.36,457.81,238.04,229.55,0,0.00,0.00,10618.52,312.26,0
W-0181,2026-06-22,1002.11,332.31,223.94,669.80,0,0.00,0.00,3453.47,107.95,0
W-0181,2026-06-29,178.14,138.74,138.74,39.40,0,0.00,0.00,11798.77,595.3,0
W-0182,2026-03-30,326.56,1020.52,1020.52,-693.96,0,0.00,0.00,7563.19,51.88,0
W-0182,2026-04-06,908.62,604.22,315.42,304.40,0,0.00,0.00,7074.68,157.01,0
W-0182,2026-04-13,498.01,1041.09,620.32,-543.08,1,157.24,0.00,6427.84,72.53,0
W-0182,2026-04-20,1174.96,383.61,383.61,791.35,0,0.00,0.00,3255.13,59.4,0
W-0182,2026-04-27,870.25,934.03,934.03,-63.78,0,0.00,0.00,3766.86,28.23,0
W-0182,2026-05-04,556.17,747.66,568.01,-191.49,0,0.00,0.00,5005.57,61.69,0
W-0182,2026-05-11,833.90,753.06,697.78,80.84,2,175.58,1.99,4664.50,46.79,0
W-0182,2026-05-18,1241.73,613.71,452.96,628.02,0,0.00,0.00,6683.80,103.29,0
W-0182,2026-05-25,1107.55,147.39,82.93,960.16,1,77.40,2.32,3995.40,337.25,0
W-0182,2026-06-01,676.36,1111.43,979.40,-435.07,0,0.00,0.00,3556.36,25.42,0
W-0182,2026-06-08,771.42,673.04,592.02,98.38,1,80.50,0.00,9144.18,108.12,0
W-0182,2026-06-15,1339.84,800.00,632.53,539.84,1,70.08,0.00,10484.02,116.02,0
W-0182,2026-06-22,477.27,520.01,320.14,-42.74,0,0.00,0.00,2104.20,46.01,0
W-0182,2026-06-29,432.39,48.56,0.00,383.83,0,0.00,0.00,11393.68,,0
W-0183,2026-03-30,0.00,218.25,133.15,-218.25,0,0.00,0.00,5367.13,282.16,0
