earnings_id,worker_id,work_date,employer_id,shift_type,hours_worked,gross_pay_cad,tips_cad,deductions_cad,net_pay_cad,paid_same_day,pay_method
E-010160,W-0184,2026-04-21,EMP-036,evening,7.5,201.37,26.60,22.68,205.29,0,payroll_card
E-010161,W-0184,2026-04-22,EMP-036,night,9.9,200.38,30.39,19.38,211.39,1,etransfer
E-010162,W-0184,2026-04-23,EMP-036,day,6.8,151.71,34.62,15.49,170.84,0,etransfer
E-010163,W-0184,2026-04-25,EMP-036,night,4.8,112.28,27.74,18.95,121.07,0,direct_deposit
E-010164,W-0184,2026-04-28,EMP-005,night,7.1,142.25,18.11,16.21,144.15,0,direct_deposit
E-010165,W-0184,2026-04-29,EMP-036,day,10.0,217.58,33.91,26.78,224.71,0,direct_deposit
E-010166,W-0184,2026-04-30,EMP-036,night,4.4,115.11,22.44,17.84,119.71,1,direct_deposit
E-010167,W-0184,2026-05-01,EMP-036,split,5.1,127.35,10.92,13.44,124.83,0,cash
E-010168,W-0184,2026-05-04,EMP-036,evening,7.5,168.72,21.28,26.87,163.13,1,payroll_card
E-010169,W-0184,2026-05-06,EMP-021,split,8.0,167.85,24.75,25.35,167.25,1,payroll_card
E-010170,W-0184,2026-05-07,EMP-036,day,9.6,180.71,26.99,15.33,192.37,0,payroll_card
E-010171,W-0184,2026-05-13,EMP-036,split,10.1,214.75,55.71,34.81,235.65,1,cash
E-010172,W-0184,2026-05-14,EMP-036,night,8.6,170.66,30.78,16.98,184.46,0,cash
E-010173,W-0184,2026-05-15,EMP-036,night,8.4,203.37,47.72,34.22,216.87,0,cash
E-010174,W-0184,2026-05-17,EMP-036,night,9.4,213.69,52.70,37.74,228.65,1,payroll_card
E-010175,W-0184,2026-05-19,EMP-015,night,7.6,204.46,48.10,20.93,231.63,0,payroll_card
E-010176,W-0184,2026-05-23,EMP-036,day,10.4,254.23,42.71,22.33,274.61,0,etransfer
E-010177,W-0184,2026-05-24,EMP-036,split,10.4,250.22,43.44,30.87,262.79,1,cash
E-010178,W-0184,2026-05-27,EMP-036,day,8.9,204.17,32.96,30.19,206.94,0,cash
E-010179,W-0184,2026-05-29,EMP-030,day,9.7,226.04,42.75,26.28,242.51,1,etransfer
E-010180,W-0184,2026-05-31,EMP-018,night,4.2,110.73,27.54,17.79,120.48,0,cash
E-010181,W-0184,2026-06-01,EMP-036,evening,7.2,181.27,45.59,24.86,202.00,0,direct_deposit
E-010182,W-0184,2026-06-03,EMP-036,day,8.7,200.54,23.57,29.72,194.39,1,direct_deposit
E-010183,W-0184,2026-06-04,EMP-036,day,6.2,126.09,19.52,15.42,130.19,0,payroll_card
E-010184,W-0184,2026-06-05,EMP-014,night,4.5,97.81,9.59,11.87,95.53,0,cash
E-010185,W-0184,2026-06-06,EMP-024,night,7.1,158.54,38.18,17.31,179.41,0,etransfer
E-010186,W-0184,2026-06-07,EMP-026,evening,6.5,147.08,17.59,15.17,149.50,0,etransfer
E-010187,W-0184,2026-06-08,EMP-036,day,4.4,107.54,11.57,14.83,104.28,1,etransfer
E-010188,W-0184,2026-06-09,EMP-036,day,6.6,159.41,27.82,26.49,160.74,0,direct_deposit
E-010189,W-0184,2026-06-10,EMP-026,evening,8.1,148.81,34.97,13.34,170.44,0,direct_deposit
E-010190,W-0184,2026-06-13,EMP-039,night,5.0,94.23,17.75,12.06,99.92,0,payroll_card
E-010191,W-0184,2026-06-14,EMP-036,split,7.7,158.38,13.90,16.13,156.15,1,direct_deposit
E-010192,W-0184,2026-06-15,EMP-036,day,5.5,143.46,15.21,18.48,140.19,0,direct_deposit
E-010193,W-0184,2026-06-16,EMP-036,evening,6.9,158.34,24.37,14.11,168.60,0,direct_deposit
E-010194,W-0184,2026-06-17,EMP-036,evening,6.4,140.79,24.22,16.34,148.67,0,payroll_card
E-010195,W-0184,2026-06-18,EMP-036,night,9.5,259.37,40.24,33.98,265.63,1,direct_deposit
E-010196,W-0184,2026-06-19,EMP-036,day,4.0,101.53,18.71,10.31,109.93,1,etransfer
E-010197,W-0184,2026-06-20,EMP-036,day,7.5,242.16,53.88,42.90,253.14,1,payroll_card
E-010198,W-0184,2026-06-23,EMP-029,night,6.5,144.55,36.15,12.01,168.69,0,cash
E-010199,W-0184,2026-06-24,EMP-036,evening,5.8,127.49,25.02,12.81,139.70,1,direct_deposit
E-010200,W-0184,2026-06-25,EMP-036,evening,8.2,192.98,41.16,30.40,203.74,0,payroll_card
E-010201,W-0184,2026-06-26,EMP-036,split,10.4,250.22,26.95,22.11,255.06,0,etransfer
E-010202,W-0184,2026-06-27,EMP-036,night,8.3,167.31,14.11,22.00,159.42,1,cash
E-010203,W-0184,2026-06-30,EMP-036,night,4.9,104.38,24.43,13.74,115.07,1,direct_deposit
E-010204,W-0185,2026-04-01,EMP-027,day,10.3,283.03,23.44,30.37,276.10,1,cash
E-010205,W-0185,2026-04-04,EMP-027,night,8.2,176.10,12.97,14.39,174.68,1,direct_deposit
E-010206,W-0185,2026-04-05,EMP-027,day,4.2,103.85,8.49,14.72,97.62,1,etransfer
E-010207,W-0185,2026-04-08,EMP-027,day,5.1,159.06,22.93,13.73,168.26,1,cash
E-010208,W-0185,2026-04-09,EMP-027,night,8.2,247.54,32.05,24.55,255.04,1,direct_deposit
E-010209,W-0185,2026-04-12,EMP-027,evening,8.2,169.37,24.74,16.46,177.65,1,etransfer
E-010210,W-0185,2026-04-14,EMP-027,night,7.6,128.43,20.96,12.76,136.63,1,cash
E-010211,W-0185,2026-04-16,EMP-027,evening,5.2,174.56,22.78,15.34,182.00,1,payroll_card
E-010212,W-0185,2026-04-18,EMP-027,day,6.6,150.13,28.46,19.04,159.55,1,payroll_card
E-010213,W-0185,2026-04-19,EMP-027,split,10.4,228.26,14.55,29.44,213.37,1,direct_deposit
E-010214,W-0185,2026-04-21,EMP-018,night,6.9,174.94,17.69,22.06,170.57,1,direct_deposit
E-010215,W-0185,2026-04-22,EMP-027,night,5.9,136.21,23.19,18.41,140.99,1,payroll_card
E-010216,W-0185,2026-04-24,EMP-027,evening,8.1,176.59,27.87,26.17,178.29,1,etransfer
E-010217,W-0185,2026-04-25,EMP-027,split,9.0,153.58,14.68,13.09,155.17,1,cash
E-010218,W-0185,2026-04-26,EMP-027,evening,6.3,118.29,21.87,17.72,122.44,1,direct_deposit
E-010219,W-0185,2026-04-28,EMP-027,split,6.1,173.57,22.92,29.78,166.71,1,payroll_card
E-010220,W-0185,2026-04-29,EMP-027,split,4.1,99.10,13.85,15.61,97.34,1,direct_deposit
E-010221,W-0185,2026-04-30,EMP-028,night,4.6,115.75,14.36,11.62,118.49,1,cash
E-010222,W-0185,2026-05-04,EMP-027,day,10.3,287.25,44.02,24.86,306.41,1,etransfer
E-010223,W-0185,2026-05-06,EMP-027,split,5.4,113.26,16.80,12.20,117.86,1,etransfer
E-010224,W-0185,2026-05-08,EMP-027,split,6.6,178.02,25.62,29.60,174.04,1,payroll_card
E-010225,W-0185,2026-05-09,EMP-027,night,6.7,170.53,13.33,19.24,164.62,1,payroll_card
E-010226,W-0185,2026-05-10,EMP-027,day,9.7,299.07,31.10,49.13,281.04,1,etransfer
E-010227,W-0185,2026-05-12,EMP-027,night,8.0,254.16,46.12,24.77,275.51,1,payroll_card
E-010228,W-0185,2026-05-14,EMP-027,evening,4.1,105.82,10.55,16.15,100.22,1,direct_deposit
E-010229,W-0185,2026-05-15,EMP-021,split,4.8,127.94,19.06,19.57,127.43,1,payroll_card
E-010230,W-0185,2026-05-16,EMP-027,night,7.5,175.16,18.79,20.62,173.33,1,payroll_card
E-010231,W-0185,2026-05-18,EMP-027,day,4.6,82.55,8.59,12.65,78.49,1,direct_deposit
E-010232,W-0185,2026-05-19,EMP-027,evening,5.7,140.49,12.24,23.98,128.75,1,direct_deposit
E-010233,W-0185,2026-05-22,EMP-027,night,6.6,132.18,13.14,23.52,121.80,1,direct_deposit
E-010234,W-0185,2026-05-23,EMP-027,split,7.0,137.71,24.72,12.64,149.79,1,etransfer
E-010235,W-0185,2026-05-24,EMP-027,day,7.9,155.76,27.21,27.30,155.67,1,direct_deposit
E-010236,W-0185,2026-05-25,EMP-027,night,8.6,255.31,47.66,30.33,272.64,1,etransfer
E-010237,W-0185,2026-05-26,EMP-027,split,4.9,112.25,18.97,18.59,112.63,1,payroll_card
E-010238,W-0185,2026-05-28,EMP-027,night,10.3,228.01,19.07,19.34,227.74,1,direct_deposit
E-010239,W-0185,2026-05-30,EMP-027,night,4.6,91.50,8.62,11.21,88.91,1,etransfer
E-010240,W-0185,2026-05-31,EMP-027,night,6.8,144.69,18.43,19.18,143.94,1,payroll_card
E-010241,W-0185,2026-06-01,EMP-027,evening,9.3,216.06,33.24,33.71,215.59,1,cash
E-010242,W-0185,2026-06-02,EMP-027,night,6.8,189.12,36.63,22.59,203.16,1,direct_deposit
E-010243,W-0185,2026-06-03,EMP-027,evening,9.5,316.92,33.50,32.48,317.94,1,cash
E-010244,W-0185,2026-06-04,EMP-027,night,6.3,180.43,25.01,26.67,178.77,1,etransfer
E-010245,W-0185,2026-06-07,EMP-027,day,10.0,286.08,34.90,33.89,287.09,1,cash
E-010246,W-0185,2026-06-08,EMP-027,evening,10.4,213.50,17.17,33.24,197.43,1,etransfer
E-010247,W-0185,2026-06-10,EMP-027,split,10.5,282.85,51.14,42.34,291.65,1,payroll_card
E-010248,W-0185,2026-06-11,EMP-025,split,9.2,218.05,35.01,25.12,227.94,1,etransfer
E-010249,W-0185,2026-06-15,EMP-027,split,5.3,130.19,17.98,15.88,132.29,1,etransfer
E-010250,W-0185,2026-06-17,EMP-027,evening,6.9,217.96,14.07,29.60,202.43,1,direct_deposit
E-010251,W-0185,2026-06-23,EMP-027,evening,8.4,158.27,23.23,23.17,158.33,1,cash
E-010252,W-0185,2026-06-24,EMP-027,day,6.6,166.68,24.63,13.68,177.63,1,payroll_card
E-010253,W-0185,2026-06-26,EMP-033,split,7.7,211.71,41.10,18.00,234.81,1,cash
E-010254,W-0185,2026-06-28,EMP-027,day,8.7,183.52,22.86,21.35,185.03,1,direct_deposit
E-010255,W-0185,2026-06-29,EMP-027,split,8.4,224.10,37.59,39.53,222.16,1,direct_deposit
E-010256,W-0185,2026-06-30,EMP-027,split,6.2,116.94,9.14,18.64,107.44,1,etransfer
E-010257,W-0186,2026-04-01,EMP-040,evening,8.0,214.08,0.00,29.89,184.19,0,etransfer
E-010258,W-0186,2026-04-03,EMP-028,split,10.0,226.92,0.00,40.35,186.57,0,etransfer
E-010259,W-0186,2026-04-06,EMP-040,day,9.0,290.96,0.00,43.66,247.30,0,cash
E-010260,W-0186,2026-04-10,EMP-040,night,8.5,143.64,0.00,14.23,129.41,0,cash
E-010261,W-0186,2026-04-13,EMP-040,split,8.0,211.91,0.00,29.84,182.07,0,payroll_card
E-010262,W-0186,2026-04-14,EMP-040,evening,10.0,188.40,0.00,29.27,159.13,1,cash
E-010263,W-0186,2026-04-15,EMP-040,evening,8.5,221.08,0.00,30.18,190.90,0,payroll_card
E-010264,W-0186,2026-04-17,EMP-040,day,9.0,274.73,0.00,31.30,243.43,0,cash
E-010265,W-0186,2026-04-19,EMP-040,night,10.0,307.25,0.00,49.46,257.79,0,etransfer
E-010266,W-0186,2026-04-20,EMP-040,evening,9.0,217.48,0.00,30.20,187.28,0,etransfer
E-010267,W-0186,2026-04-22,EMP-040,day,8.5,156.99,0.00,14.09,142.90,0,etransfer
E-010268,W-0186,2026-04-23,EMP-040,evening,8.5,231.50,0.00,38.58,192.92,0,etransfer
E-010269,W-0186,2026-04-24,EMP-027,evening,9.0,269.71,0.00,46.55,223.16,0,cash
E-010270,W-0186,2026-04-25,EMP-040,night,10.0,299.94,0.00,50.73,249.21,0,payroll_card
E-010271,W-0186,2026-04-29,EMP-040,evening,8.5,238.64,0.00,32.41,206.23,0,etransfer
E-010272,W-0186,2026-04-30,EMP-040,split,8.0,128.82,0.00,17.27,111.55,1,payroll_card
E-010273,W-0186,2026-05-01,EMP-040,night,10.0,215.09,0.00,28.18,186.91,0,etransfer
E-010274,W-0186,2026-05-03,EMP-036,day,8.5,209.50,0.00,29.25,180.25,0,payroll_card
E-010275,W-0186,2026-05-04,EMP-040,split,8.5,237.73,0.00,32.33,205.40,0,cash
E-010276,W-0186,2026-05-05,EMP-040,night,10.0,295.66,0.00,29.29,266.37,0,etransfer
E-010277,W-0186,2026-05-07,EMP-040,day,8.0,219.39,0.00,21.32,198.07,0,payroll_card
E-010278,W-0186,2026-05-08,EMP-040,split,8.0,251.62,0.00,20.41,231.21,0,etransfer
E-010279,W-0186,2026-05-11,EMP-010,night,8.5,250.94,0.00,26.82,224.12,0,cash
E-010280,W-0186,2026-05-12,EMP-023,night,8.5,236.88,0.00,26.01,210.87,1,etransfer
E-010281,W-0186,2026-05-14,EMP-040,night,8.5,218.82,0.00,25.47,193.35,0,cash
E-010282,W-0186,2026-05-16,EMP-040,day,8.5,205.32,0.00,25.08,180.24,0,cash
E-010283,W-0186,2026-05-18,EMP-040,split,8.0,174.94,0.00,23.74,151.20,0,etransfer
E-010284,W-0186,2026-05-19,EMP-007,split,8.5,200.76,0.00,32.57,168.19,0,payroll_card
E-010285,W-0186,2026-05-21,EMP-040,day,8.5,248.70,0.00,32.02,216.68,0,payroll_card
E-010286,W-0186,2026-05-22,EMP-040,split,9.0,244.69,0.00,35.34,209.35,0,payroll_card
E-010287,W-0186,2026-05-25,EMP-040,split,8.0,119.60,0.00,15.46,104.14,0,cash
E-010288,W-0186,2026-05-26,EMP-040,day,9.0,176.50,0.00,23.91,152.59,0,payroll_card
E-010289,W-0186,2026-05-27,EMP-040,night,8.5,197.43,0.00,32.58,164.85,0,payroll_card
E-010290,W-0186,2026-05-28,EMP-040,evening,10.0,190.98,0.00,30.80,160.18,0,cash
E-010291,W-0186,2026-05-29,EMP-040,split,8.5,158.86,0.00,23.68,135.18,0,etransfer
E-010292,W-0186,2026-06-01,EMP-040,day,8.5,269.81,0.00,33.33,236.48,0,cash
E-010293,W-0186,2026-06-02,EMP-040,evening,10.0,235.64,0.00,30.86,204.78,0,payroll_card
E-010294,W-0186,2026-06-04,EMP-040,split,8.5,225.34,0.00,38.23,187.11,0,payroll_card
E-010295,W-0186,2026-06-07,EMP-040,evening,10.0,331.28,0.00,41.61,289.67,0,payroll_card
E-010296,W-0186,2026-06-08,EMP-040,night,9.0,218.03,0.00,33.08,184.95,0,etransfer
E-010297,W-0186,2026-06-10,EMP-040,day,8.5,252.45,0.00,42.31,210.14,0,payroll_card
E-010298,W-0186,2026-06-11,EMP-040,evening,9.0,210.35,0.00,23.70,186.65,0,cash
E-010299,W-0186,2026-06-14,EMP-040,day,9.0,219.68,0.00,27.10,192.58,0,cash
E-010300,W-0186,2026-06-15,EMP-040,night,10.0,277.64,0.00,46.23,231.41,0,payroll_card
E-010301,W-0186,2026-06-16,EMP-040,evening,8.5,270.90,0.00,40.21,230.69,0,payroll_card
E-010302,W-0186,2026-06-17,EMP-040,evening,8.0,182.80,0.00,17.14,165.66,0,cash
E-010303,W-0186,2026-06-18,EMP-040,split,8.0,204.98,0.00,25.70,179.28,0,etransfer
E-010304,W-0186,2026-06-19,EMP-031,night,10.0,279.62,0.00,25.82,253.80,0,payroll_card
E-010305,W-0186,2026-06-22,EMP-025,night,8.5,217.49,0.00,22.60,194.89,1,cash
E-010306,W-0186,2026-06-23,EMP-040,split,8.0,201.56,0.00,18.72,182.84,0,cash
E-010307,W-0186,2026-06-24,EMP-040,day,10.0,241.99,0.00,38.81,203.18,0,etransfer
E-010308,W-0186,2026-06-29,EMP-040,night,8.0,230.42,0.00,32.37,198.05,0,payroll_card
E-010309,W-0187,2026-04-01,EMP-010,evening,8.1,136.03,16.21,11.21,141.03,0,cash
E-010310,W-0187,2026-04-02,EMP-003,evening,6.1,113.99,7.28,18.56,102.71,1,cash
E-010311,W-0187,2026-04-07,EMP-029,night,5.7,118.69,8.16,18.20,108.65,1,cash
E-010312,W-0187,2026-04-11,EMP-003,split,4.1,82.38,4.41,10.37,76.42,0,etransfer
E-010313,W-0187,2026-04-12,EMP-003,night,5.1,103.48,4.36,15.13,92.71,0,payroll_card
E-010314,W-0187,2026-04-14,EMP-008,split,5.6,114.84,11.33,12.05,114.12,1,payroll_card
E-010315,W-0187,2026-04-15,EMP-003,night,9.9,204.17,15.91,19.50,200.58,1,etransfer
E-010316,W-0187,2026-04-17,EMP-003,day,8.6,190.50,18.85,32.90,176.45,1,cash
E-010317,W-0187,2026-04-18,EMP-003,day,6.7,122.76,11.00,12.08,121.68,0,payroll_card
E-010318,W-0187,2026-04-22,EMP-003,night,6.1,85.56,5.72,13.42,77.86,0,payroll_card
E-010319,W-0187,2026-04-24,EMP-003,day,6.7,146.94,13.98,17.72,143.20,1,cash
E-010320,W-0187,2026-04-26,EMP-003,evening,9.0,192.85,10.85,18.62,185.08,0,etransfer
E-010321,W-0187,2026-04-27,EMP-003,split,6.7,117.00,5.64,16.57,106.07,1,payroll_card
E-010322,W-0187,2026-04-28,EMP-003,split,5.1,77.42,5.27,6.97,75.72,0,etransfer
E-010323,W-0187,2026-04-29,EMP-003,night,7.0,131.07,13.40,13.68,130.79,1,etransfer
E-010324,W-0187,2026-04-30,EMP-003,split,7.8,150.74,7.52,13.71,144.55,1,cash
E-010325,W-0187,2026-05-02,EMP-003,split,9.5,151.98,13.06,26.61,138.43,1,etransfer
E-010326,W-0187,2026-05-04,EMP-003,day,5.3,108.42,6.24,9.07,105.59,1,payroll_card
E-010327,W-0187,2026-05-05,EMP-003,night,8.2,130.25,5.33,19.18,116.40,0,etransfer
E-010328,W-0187,2026-05-06,EMP-003,day,4.2,77.33,6.43,8.61,75.15,1,direct_deposit
E-010329,W-0187,2026-05-12,EMP-003,split,6.7,159.54,12.37,25.28,146.63,0,direct_deposit
E-010330,W-0187,2026-05-13,EMP-003,day,7.0,180.96,12.09,16.33,176.72,0,etransfer
E-010331,W-0187,2026-05-17,EMP-003,day,7.4,138.20,6.21,14.37,130.04,0,etransfer
E-010332,W-0187,2026-05-20,EMP-003,evening,6.3,139.38,10.74,22.68,127.44,1,etransfer
E-010333,W-0187,2026-05-21,EMP-031,evening,7.4,150.87,12.55,24.76,138.66,0,payroll_card
E-010334,W-0187,2026-05-22,EMP-003,split,6.5,131.05,8.62,20.06,119.61,1,payroll_card
E-010335,W-0187,2026-05-24,EMP-003,split,7.9,144.48,14.88,15.60,143.76,0,etransfer
E-010336,W-0187,2026-05-27,EMP-003,split,8.9,183.58,9.86,25.60,167.84,0,cash
E-010337,W-0187,2026-05-28,EMP-010,evening,5.4,119.71,9.67,19.96,109.42,0,etransfer
E-010338,W-0187,2026-05-31,EMP-003,split,4.8,66.78,4.45,6.48,64.75,0,cash
E-010339,W-0187,2026-06-01,EMP-003,day,5.5,114.12,7.20,19.80,101.52,0,cash
E-010340,W-0187,2026-06-02,EMP-003,split,7.1,133.56,16.64,18.84,131.36,0,etransfer
E-010341,W-0187,2026-06-03,EMP-005,split,7.3,127.58,15.52,17.15,125.95,0,direct_deposit
E-010342,W-0187,2026-06-05,EMP-003,split,5.4,114.22,4.80,19.35,99.67,0,payroll_card
E-010343,W-0187,2026-06-08,EMP-003,night,7.4,196.69,21.66,20.40,197.95,0,payroll_card
E-010344,W-0187,2026-06-09,EMP-003,night,9.2,195.31,8.68,19.86,184.13,1,payroll_card
E-010345,W-0187,2026-06-10,EMP-004,day,7.2,147.90,11.13,11.92,147.11,1,etransfer
E-010346,W-0187,2026-06-11,EMP-003,day,6.4,125.01,8.67,20.41,113.27,0,cash
E-010347,W-0187,2026-06-12,EMP-003,evening,4.6,110.67,11.11,16.61,105.17,1,cash
E-010348,W-0187,2026-06-13,EMP-003,split,10.1,168.73,7.98,22.69,154.02,0,cash
E-010349,W-0187,2026-06-15,EMP-001,evening,5.1,98.11,7.48,12.10,93.49,0,cash
E-010350,W-0187,2026-06-17,EMP-003,night,10.0,229.20,21.28,30.53,219.95,0,direct_deposit
E-010351,W-0187,2026-06-18,EMP-004,day,4.9,92.81,8.78,16.21,85.38,0,cash
E-010352,W-0187,2026-06-19,EMP-001,day,4.2,78.56,7.91,6.48,79.99,1,etransfer
E-010353,W-0187,2026-06-20,EMP-003,night,9.2,166.28,6.73,13.76,159.25,0,cash
E-010354,W-0187,2026-06-22,EMP-003,night,5.4,84.84,10.60,13.20,82.24,1,direct_deposit
E-010355,W-0187,2026-06-23,EMP-012,night,4.6,84.30,7.64,14.26,77.68,0,cash
E-010356,W-0187,2026-06-24,EMP-037,night,6.1,131.70,9.84,18.52,123.02,0,direct_deposit
E-010357,W-0187,2026-06-25,EMP-003,split,5.2,94.28,8.77,12.64,90.41,0,etransfer
E-010358,W-0187,2026-06-26,EMP-003,evening,6.1,77.30,5.24,13.23,69.31,0,direct_deposit
E-010359,W-0187,2026-06-27,EMP-003,evening,7.2,143.64,13.80,25.46,131.98,0,direct_deposit
E-010360,W-0187,2026-06-28,EMP-003,day,8.6,201.89,15.04,17.76,199.17,0,direct_deposit
E-010361,W-0187,2026-06-30,EMP-003,split,4.8,106.53,11.79,14.03,104.29,0,payroll_card
E-010362,W-0188,2026-04-02,EMP-020,night,4.4,77.02,8.76,8.26,77.52,1,direct_deposit
E-010363,W-0188,2026-04-04,EMP-020,evening,10.2,169.55,11.71,14.04,167.22,1,etransfer
E-010364,W-0188,2026-04-07,EMP-020,split,7.7,168.74,7.39,15.93,160.20,1,etransfer
E-010365,W-0188,2026-04-08,EMP-038,day,6.2,100.10,4.24,13.58,90.76,1,cash
E-010366,W-0188,2026-04-10,EMP-040,evening,7.4,111.64,11.93,17.96,105.61,1,payroll_card
E-010367,W-0188,2026-04-12,EMP-020,split,5.3,110.46,7.56,9.68,108.34,1,cash
E-010368,W-0188,2026-04-15,EMP-020,day,4.5,76.93,3.83,8.87,71.89,1,etransfer
E-010369,W-0188,2026-04-17,EMP-020,night,4.5,79.86,8.60,9.92,78.54,1,direct_deposit
E-010370,W-0188,2026-04-18,EMP-030,evening,7.5,195.25,10.08,21.01,184.32,1,direct_deposit
E-010371,W-0188,2026-04-19,EMP-020,day,9.9,183.69,23.36,27.74,179.31,1,payroll_card
E-010372,W-0188,2026-04-20,EMP-010,day,9.8,162.21,20.21,13.13,169.29,1,cash
E-010373,W-0188,2026-04-22,EMP-020,day,9.5,150.29,11.81,21.07,141.03,1,payroll_card
E-010374,W-0188,2026-04-25,EMP-020,night,9.6,165.09,13.96,13.46,165.59,1,cash
E-010375,W-0188,2026-04-26,EMP-020,split,4.3,47.84,3.76,5.05,46.55,1,payroll_card
E-010376,W-0188,2026-04-27,EMP-020,day,9.2,162.97,12.88,28.07,147.78,1,cash
E-010377,W-0188,2026-04-28,EMP-020,evening,5.1,90.11,6.42,11.94,84.59,1,direct_deposit
E-010378,W-0188,2026-04-29,EMP-020,day,6.7,106.74,8.80,9.41,106.13,1,payroll_card
E-010379,W-0188,2026-04-30,EMP-020,evening,5.9,108.51,10.77,19.42,99.86,1,etransfer
E-010380,W-0188,2026-05-01,EMP-020,day,6.0,134.60,8.33,12.63,130.30,1,direct_deposit
E-010381,W-0188,2026-05-02,EMP-020,split,6.1,102.28,8.24,15.39,95.13,1,direct_deposit
E-010382,W-0188,2026-05-03,EMP-020,night,6.8,117.88,12.13,10.20,119.81,1,payroll_card
E-010383,W-0188,2026-05-05,EMP-020,split,4.3,64.92,6.56,8.50,62.98,1,payroll_card
E-010384,W-0188,2026-05-06,EMP-020,split,9.0,158.32,7.52,25.08,140.76,1,cash
E-010385,W-0188,2026-05-07,EMP-020,split,4.3,75.43,7.48,9.13,73.78,1,direct_deposit
E-010386,W-0188,2026-05-08,EMP-020,night,7.9,106.75,13.79,10.78,109.76,1,etransfer
E-010387,W-0188,2026-05-09,EMP-035,evening,4.0,54.33,6.36,7.31,53.38,1,cash
E-010388,W-0188,2026-05-10,EMP-020,evening,6.1,81.64,5.02,13.63,73.03,1,etransfer
E-010389,W-0188,2026-05-13,EMP-005,day,4.5,53.43,6.40,6.05,53.78,1,cash
E-010390,W-0188,2026-05-14,EMP-020,split,7.2,179.70,19.14,23.46,175.38,1,etransfer
E-010391,W-0188,2026-05-15,EMP-020,evening,8.0,119.10,6.15,10.55,114.70,1,payroll_card
E-010392,W-0188,2026-05-16,EMP-020,evening,7.7,117.05,8.35,19.64,105.76,1,cash
E-010393,W-0188,2026-05-20,EMP-020,night,4.3,81.54,3.49,11.45,73.58,1,payroll_card
E-010394,W-0188,2026-05-22,EMP-020,night,8.0,130.27,7.84,14.86,123.25,1,payroll_card
E-010395,W-0188,2026-05-23,EMP-023,evening,9.8,253.65,29.72,31.48,251.89,1,cash
E-010396,W-0188,2026-05-26,EMP-020,day,5.3,83.02,5.41,12.59,75.84,1,direct_deposit
E-010397,W-0188,2026-05-27,EMP-020,split,5.3,80.41,3.34,9.04,74.71,1,cash
E-010398,W-0188,2026-05-30,EMP-020,evening,7.2,139.69,7.18,19.18,127.69,1,etransfer
E-010399,W-0188,2026-06-01,EMP-020,evening,10.3,207.82,24.62,19.49,212.95,1,payroll_card
E-010400,W-0188,2026-06-02,EMP-020,evening,4.3,85.15,10.65,6.84,88.96,1,payroll_card
E-010401,W-0188,2026-06-05,EMP-020,night,5.4,80.86,5.82,10.80,75.88,1,etransfer
E-010402,W-0188,2026-06-06,EMP-020,evening,8.5,117.56,11.22,15.01,113.77,1,payroll_card
E-010403,W-0188,2026-06-07,EMP-020,split,7.4,150.36,17.44,25.98,141.82,1,etransfer
E-010404,W-0188,2026-06-08,EMP-020,day,7.0,137.68,5.60,12.72,130.56,1,payroll_card
E-010405,W-0188,2026-06-09,EMP-020,day,8.0,134.99,5.79,18.83,121.95,1,etransfer
E-010406,W-0188,2026-06-10,EMP-020,day,4.0,74.12,8.21,8.74,73.59,1,payroll_card
E-010407,W-0188,2026-06-11,EMP-020,night,10.3,180.79,13.91,27.98,166.72,1,etransfer
E-010408,W-0188,2026-06-13,EMP-020,night,4.1,91.23,7.65,9.37,89.51,1,direct_deposit
E-010409,W-0188,2026-06-14,EMP-020,night,5.6,89.17,10.52,9.72,89.97,1,cash
E-010410,W-0188,2026-06-20,EMP-020,night,6.7,140.88,5.99,22.96,123.91,1,etransfer
E-010411,W-0188,2026-06-22,EMP-020,day,7.4,158.51,13.56,23.79,148.28,1,cash
E-010412,W-0188,2026-06-23,EMP-020,split,6.5,133.81,7.05,15.43,125.43,1,etransfer
E-010413,W-0188,2026-06-24,EMP-020,day,9.4,171.76,8.83,17.35,163.24,1,cash
E-010414,W-0188,2026-06-27,EMP-020,evening,7.2,115.71,6.47,10.38,111.80,1,direct_deposit
E-010415,W-0188,2026-06-28,EMP-001,night,5.2,75.84,3.11,10.41,68.54,1,etransfer
E-010416,W-0189,2026-04-01,EMP-026,evening,4.1,103.76,0.00,9.77,93.99,1,cash
E-010417,W-0189,2026-04-03,EMP-038,evening,6.0,126.28,0.00,16.62,109.66,0,cash
E-010418,W-0189,2026-04-06,EMP-038,split,8.4,146.91,0.00,12.81,134.10,0,cash
E-010419,W-0189,2026-04-07,EMP-038,night,5.8,143.42,0.00,20.66,122.76,0,etransfer
E-010420,W-0189,2026-04-08,EMP-038,day,10.1,231.98,0.00,19.79,212.19,0,direct_deposit
E-010421,W-0189,2026-04-10,EMP-038,evening,10.2,209.16,0.00,27.37,181.79,0,payroll_card
E-010422,W-0189,2026-04-13,EMP-038,day,5.8,135.61,0.00,20.08,115.53,0,cash
E-010423,W-0189,2026-04-16,EMP-038,split,10.1,206.65,0.00,18.37,188.28,0,cash
E-010424,W-0189,2026-04-17,EMP-038,split,8.6,170.62,0.00,16.16,154.46,0,etransfer
E-010425,W-0189,2026-04-19,EMP-038,day,6.7,126.70,0.00,16.90,109.80,0,payroll_card
